Family,species,ID,longitude,latitude,Surce,Author,Title,Identifier_ID,Date
Curimatidae,Cyphocharax festivus,gbifID_1024534395,-67.2875,3.9625,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1024534395,4-04-2004
Curimatidae,Cyphocharax festivus,gbifID_3394058163,-69.745833,6.454167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394058163,21-04-2016
Curimatidae,Cyphocharax festivus,iDigBio_03643,-67.620833,5.595833,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,http://n2t.net/ark:/65665/34f5b7328-bed9-4c2f-b4a7-f8c2705fa93d,NA-12-1984
Curimatidae,Cyphocharax festivus,red_00768,-48.617222,-11.790833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2002
Curimatidae,Cyphocharax festivus,red_05114,-48.479167,-11.3625,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2000
Curimatidae,Cyphocharax festivus,Fishnet_10013,-58.770833,2.670833,https://fishnet2.net/,FishNet 2,NA,NA,6-11-2003
Curimatidae,Cyphocharax festivus,iDigBio_02903,-59.1125,3.895833,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,3f7bd951-1105-43cc-9e44-eb82eef3024f,22-09-2011
Curimatidae,Cyphocharax festivus,gbifID_3005552671,-72.9833,4.22402,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3005552671,7-05-2014
Curimatidae,Cyphocharax festivus,red_02569,-48.385833,-12.24,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2005
Curimatidae,Cyphocharax festivus,Fishnet_07936,-66.695833,7.6625,https://fishnet2.net/,FishNet 2,NA,NA,19-01-1987
Curimatidae,Cyphocharax festivus,red_00756,-48.429167,-10.6625,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2008
Curimatidae,Cyphocharax festivus,gbifID_1275209120,-51.7625,-3.5875,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275209120,9-11-2014
Curimatidae,Cyphocharax festivus,iDigBio_03977,-66.35066,4.95591,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,aac9941b-3dd2-4e0f-837f-e566ca27ca84,14-04-2010
Curimatidae,Cyphocharax festivus,Vernet_03266,-64.4183,6.1406,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/fmnh/fishes?id=b55c7f4e-45e7-458b-a65c-4f7f1ff5d708,30-11-2000
Curimatidae,Cyphocharax festivus,red_05646,-55.970833,-1.654167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1994
Curimatidae,Cyphocharax festivus,gbifID_1571741299,-70.550646,1.363441,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571741299,NA
Curimatidae,Cyphocharax festivus,Vernet_00728,-66.904167,4.5875,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/ansp/fish?id=urn-lod-ansp-org-catalog-ansp-fish-ansp162721-1160cb16-0a04-4e9f-b140-2a565192c604-2015-5-14,25-03-1987
Curimatidae,Cyphocharax festivus,gbifID_1416664116,-55.9875,-2.895833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1416664116,21-06-2010
Curimatidae,Cyphocharax festivus,gbifID_1571741317,-68.268889,2.321111,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571741317,NA
Curimatidae,Cyphocharax festivus,Fishnet_10080,-66.9625,5.095833,https://fishnet2.net/,FishNet 2,NA,NA,18-04-2004
Curimatidae,Cyphocharax festivus,Fishnet_10088,-67.829167,4.729167,https://fishnet2.net/,FishNet 2,NA,NA,1-03-2005
Curimatidae,Cyphocharax festivus,gbifID_1571751110,-69.829167,-2.870833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571751110,NA
Curimatidae,Cyphocharax festivus,gbifID_2416577443,-70.958333,5.670833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416577443,24-09-2016
Curimatidae,Cyphocharax festivus,gbifID_2978381497,-70.1125,1.2625,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2978381497,30-07-2012
Curimatidae,Cyphocharax festivus,red_02565,-48.3625,-9.754167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2008
Curimatidae,Cyphocharax festivus,gbifID_1571741341,-70.630005,1.379256,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571741341,NA
Curimatidae,Cyphocharax festivus,gbifID_1837453537,-60.6125,-5.354167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1837453537,23-09-2004
Curimatidae,Cyphocharax festivus,gbifID_1275213369,-60.195833,-3.354167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275213369,4-10-2012
Curimatidae,Cyphocharax festivus,gbifID_1024530966,-59.52863,3.6539,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1024530966,30-10-2002
Curimatidae,Cyphocharax festivus,Vernet_02232,-67.420833,6.545833,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/tcwc/ichthyology?id=urn-catalog-tcwc-ichthyology-11152-11,2-12-1999
Curimatidae,Cyphocharax festivus,red_04943,-48.6125,-11.779167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2010
Curimatidae,Cyphocharax festivus,iDigBio_01742,-73.245833,-4.375,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,http://biocoll.inhs.illinois.edu/fish/INHS145668,12-07-1995
Curimatidae,Cyphocharax festivus,gbifID_1699613268,-67.945833,3.604167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699613268,16-02-2005
Curimatidae,Cyphocharax festivus,gbifID_3394039571,-68.1625,5.8625,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394039571,21-01-2016
Curimatidae,Cyphocharax festivus,Vernet_04484,-63.5,-8.733333,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/zuec/zuec-pis?id=bra-unicamp-zuec-pis-0000007730,NA-NA-2012
Curimatidae,Cyphocharax festivus,red_04944,-48.579167,-11.454167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2010
Curimatidae,Cyphocharax festivus,red_05116,-47.479167,-6.620833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2010
Curimatidae,Cyphocharax festivus,red_01639,-63.1125,-4.879167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2003
Curimatidae,Cyphocharax festivus,gbifID_1024531542,-59.254167,3.720833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1024531542,29-10-2002
Curimatidae,Cyphocharax festivus,gbifID_2416574529,-70.69,5.62,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416574529,11-08-2015
Curimatidae,Cyphocharax festivus,iDigBio_00607,-52.2625,-1.729167,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,36227ba8-d7f9-4d02-9c75-1e4806e02715,24-09-2013
Curimatidae,Cyphocharax festivus,Fishnet_10144,-59.796,3.51595,https://fishnet2.net/,FishNet 2,NA,NA,28-11-2005
Curimatidae,Cyphocharax festivus,red_02567,-48.382778,-10.849167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2010
Curimatidae,Cyphocharax festivus,red_02568,-48.120833,-11.320833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2010
Curimatidae,Cyphocharax festivus,Fishnet_05573,-58.756389,4.759167,https://fishnet2.net/,FishNet 2,NA,NA,14-10-1990
Curimatidae,Cyphocharax festivus,red_08813,-62.2375,8.654167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1979
Curimatidae,Cyphocharax festivus,red_04444,-65.90577,2.837192,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1987
Curimatidae,Cyphocharax festivus,gbifID_4015530014,-70.204167,6.7125,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:4015530014,24-03-2021
Curimatidae,Cyphocharax festivus,gbifID_3394058540,-70.7625,6.504167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394058540,3-12-2014
Curimatidae,Cyphocharax festivus,red_01640,-61.120833,1.8125,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2011
Curimatidae,Cyphocharax festivus,red_02566,-48.420833,-10.720833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2010
Curimatidae,Cyphocharax festivus,Vernet_03633,-67.445833,6.545833,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/tcwc/ichthyology?id=urn-catalog-tcwc-ichthyology-11151-14,2-12-1999
Curimatidae,Cyphocharax festivus,gbifID_1416668491,-57.43,-5.93,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1416668491,31-08-2013
Curimatidae,Cyphocharax festivus,red_05048,-48.804167,-12.7625,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2006
Curimatidae,Cyphocharax festivus,gbifID_3394052141,-67.870833,5.370833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394052141,17-02-2004
Curimatidae,Cyphocharax festivus,Fishnet_10230,-67.78542,4.21388,https://fishnet2.net/,FishNet 2,NA,NA,17-04-2010
Curimatidae,Cyphocharax festivus,gbifID_1024531618,-59.695833,3.645833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1024531618,2-11-2002
Curimatidae,Cyphocharax festivus,Vernet_00797,-73.404167,-3.8375,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/ansp/fish?id=urn-lod-ansp-org-catalog-ansp-fish-ansp167485-614bdfb5-0a5e-45d7-b08d-d57a753a7715-2015-5-14,12-09-1990
Curimatidae,Cyphocharax festivus,red_00767,-48.120833,-8.745833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2001
Curimatidae,Cyphocharax festivus,gbifID_3394059207,-72.6625,4.379167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394059207,7-09-1983
Curimatidae,Cyphocharax festivus,red_04443,-67.593274,5.602738,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1989
Curimatidae,Cyphocharax festivus,gbifID_3394058976,-72.708333,4.3875,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394058976,29-07-1979
Curimatidae,Cyphocharax festivus,gbifID_1319225789,-62.170833,8.695833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1319225789,13-11-1979
Curimatidae,Cyphocharax festivus,red_00123,-73.379167,-3.820833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1990
Curimatidae,Cyphocharax festivus,gbifID_197076014,-64.487,6.282,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:197076014,25-11-2000
Curimatidae,Cyphocharax festivus,gbifID_2416577508,-72.570833,3.5375,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416577508,20-06-2011
Curimatidae,Cyphocharax festivus,red_01150,-57.754167,-2.5375,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1967
Curimatidae,Cyphocharax festivus,Fishnet_08000,-69.329167,7.754167,https://fishnet2.net/,FishNet 2,NA,NA,15-01-1994
Curimatidae,Cyphocharax festivus,gbifID_1024532352,-59.120833,2.7125,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1024532352,5-11-2003
Curimatidae,Cyphocharax festivus,red_02564,-49.309722,-5.178333,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2009
Curimatidae,Cyphocharax festivus,iDigBio_03916,-58.67883,4.66765,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,c0c3c4da-7141-44a2-9464-5c4c54bcbfcb,23-11-2005
Curimatidae,Cyphocharax festivus,gbifID_1024535250,-66.2083,5.10592,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1024535250,8-04-2004
Curimatidae,Cyphocharax festivus,gbifID_3005551646,-72.1125,4.145833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3005551646,4-10-2017
Curimatidae,Cyphocharax festivus,iDigBio_02383,-60.979167,1.920833,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,41254650-ca4f-4b7b-99b6-f54611583046,19-09-2011
Curimatidae,Cyphocharax festivus,red_02562,-48.204167,-5.570833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2009
Curimatidae,Cyphocharax festivus,gbifID_2612031301,-71.945833,-4.595833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2612031301,9-04-2003
Curimatidae,Cyphocharax festivus,red_01149,-59.995833,-3.1625,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1967
Curimatidae,Cyphocharax festivus,iDigBio_04471,-64.9733,6.3639,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,eb395864-cff4-47c4-98ee-937bbbb3f8be,NA-12-2000
Curimatidae,Cyphocharax festivus,gbifID_1275209129,-51.854167,-3.604167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275209129,10-11-2014
Curimatidae,Cyphocharax festivus,gbifID_1837457760,-57.375,-9.104167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1837457760,13-07-2008
Curimatidae,Cyphocharax festivus,gbifID_666697255,-64.4864,6.2822,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:666697255,30-11-2000
Curimatidae,Cyphocharax festivus,red_03351,-56.895833,-1.545833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1994
Curimatidae,Cyphocharax festivus,Fishnet_04506,-67.8375,7.879167,https://fishnet2.net/,FishNet 2,NA,NA,2-12-1999
Curimatidae,Cyphocharax festivus,gbifID_1275209379,-52.395833,-3.554167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275209379,4-11-2014
Curimatidae,Cyphocharax festivus,red_02563,-49.195833,-5.379167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2009
Curimatidae,Cyphocharax festivus,gbifID_1275207024,-56.711944,-9.514444,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275207024,31-01-2014
Curimatidae,Cyphocharax festivus,red_05645,-55.870833,-1.770833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1967
Curimatidae,Cyphocharax festivus,red_06313,-64.795833,-3.304167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1999
Curimatidae,Cyphocharax festivus,gbifID_1416664155,-54.8875,-3.329167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1416664155,16-06-2010
Curimatidae,Cyphocharax festivus,red_07025,-64.845833,-3.370833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1999
Curimatidae,Cyphocharax festivus,gbifID_1275209473,-51.720833,-3.4125,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275209473,8-11-2014
Curimatidae,Cyphocharax festivus,gbifID_3394042657,-70.7375,6.570833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394042657,8-12-2014
Curimatidae,Cyphocharax festivus,gbifID_1837457836,-56.79293,-9.29618,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1837457836,14-07-2008
Curimatidae,Cyphocharax festivus,gbifID_3738017391,-71.404167,3.820833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3738017391,26-06-2021
Curimatidae,Cyphocharax festivus,gbifID_2416578355,-70.695833,5.620833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416578355,12-08-2015
Curimatidae,Cyphocharax festivus,red_02037,-48.2375,-12.8125,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2008
Curimatidae,Cyphocharax festivus,gbifID_4015529617,-70.1625,6.595833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:4015529617,6-04-2021
Curimatidae,Cyphocharax festivus,iDigBio_00283,-73.3625,-3.820833,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,http://biocoll.inhs.illinois.edu/fish/INHS39916,09-08-1996
Curimatidae,Cyphocharax festivus,red_06314,-64.99778,-3.783611,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2001
Curimatidae,Cyphocharax festivus,gbifID_1699613349,-67.933047,3.848958,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699613349,11-02-2005
Curimatidae,Cyphocharax festivus,gbifID_3005551823,-72.3875,3.1125,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3005551823,10-02-2020
Curimatidae,Cyphocharax festivus,gbifID_1571751011,-69.726667,-2.880833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571751011,NA
Curimatidae,Cyphocharax festivus,red_05049,-48.224167,-12.755833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2007
Curimatidae,Cyphocharax festivus,gbifID_1275207489,-56.329167,-9.5375,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275207489,25-02-2013
Curimatidae,Cyphocharax festivus,red_06315,-64.995833,-3.5625,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1999
Curimatidae,Cyphocharax festivus,gbifID_2416578344,-72.61,3.11,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416578344,18-09-2013
Curimatidae,Cyphocharax festivus,gbifID_3005552126,-69.745833,5.254167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3005552126,18-02-2014
Curimatidae,Cyphocharax festivus,Vernet_00799,-73.61322,-3.881367,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/ansp/fish?id=urn-lod-ansp-org-catalog-ansp-fish-ansp167487-33267d8f-238d-4c02-b3a7-795734fb4ccb-2015-5-14,11-09-1990
Curimatidae,Cyphocharax festivus,iDigBio_04260,-73.570833,-4.504167,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,http://biocoll.inhs.illinois.edu/fish/INHS144746,04-08-1999
Curimatidae,Cyphocharax festivus,Fishnet_04502,-67.8375,7.770833,https://fishnet2.net/,FishNet 2,NA,NA,2-12-1999
Curimatidae,Cyphocharax festivus,gbifID_3394052123,-67.8375,5.320833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394052123,20-02-2004
Curimatidae,Cyphocharax festivus,gbifID_1275203151,-55.204167,-3.2875,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275203151,30-08-2013
Curimatidae,Cyphocharax festivus,gbifID_2973804768,-73.4825,-4.223611,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2973804768,7-01-2004
Curimatidae,Cyphocharax festivus,gbifID_3394041940,-68.6625,5.854167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394041940,17-01-2016
Curimatidae,Cyphocharax festivus,red_07027,-54.9125,-2.354167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2016
Curimatidae,Cyphocharax festivus,gbifID_4015529657,-70.954167,6.754167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:4015529657,28-03-2021
Curimatidae,Potamorhi squamoralevis,Vernet_03195,-56.329167,-19.6125,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/fmnh/fishes?id=7248e9de-ad57-4357-835b-62ea15658de6,2-09-1998
Curimatidae,Cyphocharax helleri,iDigBio_03833,-56.5817,4.215,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,5c34430e-1bbc-4f25-83be-6e74129bfc36,NA-03-2004
Curimatidae,Cyphocharax helleri,gbifID_188820519,-53.529167,4.104167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:188820519,NA
Curimatidae,Cyphocharax helleri,gbifID_188820518,-53.636944,4.743056,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:188820518,NA
Curimatidae,Cyphocharax helleri,gbifID_2476589864,-52.795833,2.845833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2476589864,1-01-1976
Curimatidae,Cyphocharax helleri,iDigBio_02919,-58.474612,4.138448,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,urn:lod.ansp.org/catalog:ANSP:FISH:ANSP175487_FB22820B-F998-4C60-AD01-763CC43045B1_2015-5-14,NA-01-1997
Curimatidae,Cyphocharax helleri,gbifID_188820521,-53.545833,4.1375,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:188820521,NA
Curimatidae,Cyphocharax helleri,iDigBio_02892,-60.367117,6.32715,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,URI:catalog:ROM:Ichthyology:97563,30-09-2014
Curimatidae,Cyphocharax helleri,iDigBio_03001,-59.570833,7.4875,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,URI:catalog:ROM:Ichthyology:66596,04-10-1992
Curimatidae,Cyphocharax helleri,gbifID_2476583109,-53.2375,5.2625,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2476583109,1-01-1978
Curimatidae,Cyphocharax helleri,gbifID_3442509890,-53.929167,3.395833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3442509890,11-12-2015
Curimatidae,Cyphocharax helleri,Fishnet_05778,-59.3875,7.520833,https://fishnet2.net/,FishNet 2,NA,NA,7-10-1992
Curimatidae,Cyphocharax helleri,Vernet_00226,-58.977556,4.298171,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/ansp/fish?id=urn-lod-ansp-org-catalog-ansp-fish-ansp176892-e3f21761-660c-45e3-ab8b-2977008bf775-2015-5-14,18-11-1997
Curimatidae,Cyphocharax helleri,gbifID_197076012,-56.452,4.31,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:197076012,20-02-2004
Curimatidae,Cyphocharax helleri,Vernet_00876,-54.629167,3.354167,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/ansp/fish?id=urn-lod-ansp-org-catalog-ansp-fish-ansp189154-e75d5c62-2501-4e3d-afd9-5ee0aa7298d8-2015-5-14,18-04-2007
Curimatidae,Cyphocharax helleri,gbifID_2476583048,-53.875,4.545833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2476583048,1-01-1978
Curimatidae,Cyphocharax helleri,iDigBio_03600,-57.7,3.7,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,http://n2t.net/ark:/65665/36a358aa9-cc6e-4ed1-9d78-75de3b0df09e,NA-09-1980
Curimatidae,Cyphocharax helleri,gbifID_2482000729,-52.954167,4.570833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2482000729,22-05-1991
Curimatidae,Cyphocharax helleri,gbifID_2482001373,-53.5375,4.129167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2482001373,20-09-1995
Curimatidae,Cyphocharax helleri,Vernet_03425,-60.2317,6.20943,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/rom/fishes?id=uri-catalog-rom-ichthyology-101854,17-03-2016
Curimatidae,Cyphocharax helleri,Vernet_03265,-56.5156,4.5308,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/fmnh/fishes?id=b3e088a3-b373-4b71-928b-d8498ba19318,9-03-2004
Curimatidae,Cyphocharax helleri,gbifID_1211694286,-59.2375,7.670833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1211694286,28-09-1992
Curimatidae,Cyphocharax helleri,gbifID_188820524,-52.746111,2.3325,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:188820524,NA
Curimatidae,Cyphocharax helleri,gbifID_188820520,-53.520833,4.970833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:188820520,NA
Curimatidae,Cyphocharax helleri,Vernet_00183,-61.644613,6.977234,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/ansp/fish?id=urn-lod-ansp-org-catalog-ansp-fish-ansp167879-a06e77c0-559f-4dcc-a42a-79d3940b2446-2015-5-14,26-01-1991
Curimatidae,Cyphocharax helleri,gbifID_2481973751,-52.96,4.86,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2481973751,1-01-1978
Curimatidae,Cyphocharax helleri,gbifID_188820522,-52.495833,4.545833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:188820522,NA
Curimatidae,Cyphocharax helleri,gbifID_2481929725,-52.94,4.68,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2481929725,22-05-1991
Curimatidae,Cyphocharax helleri,gbifID_2482030643,-53.9,5.63,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2482030643,1-01-1978
Curimatidae,Cyphocharax helleri,gbifID_2481930575,-54.1125,5.379167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2481930575,1-10-1979
Curimatidae,Cyphocharax helleri,gbifID_2006101680,-53.179167,3.595833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2006101680,2-11-2016
Curimatidae,Cyphocharax helleri,Fishnet_10016,-59.245833,2.4625,https://fishnet2.net/,FishNet 2,NA,NA,5-11-2003
Curimatidae,Cyphocharax helleri,gbifID_2482028783,-52.595833,3.995833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2482028783,1-01-1978
