Family,species,ID,longitude,latitude,Surce,Author,Title,Identifier_ID,Date
Curimatidae,Potamorhi altamazonica,gbifID_1563375017,-71.8625,5.504167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1563375017,22-03-2015
Curimatidae,Potamorhi altamazonica,red_07980,-62.201861,-8.837194,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2013
Curimatidae,Potamorhi altamazonica,gbifID_1414081457,-66.2875,-11.270833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1414081457,6-05-2012
Curimatidae,Potamorhi altamazonica,Fishnet_03306,-69.950341,-4.2214410000000004,https://fishnet2.net/,FishNet 2,NA,NA,24-06-1968
Curimatidae,Potamorhi altamazonica,gbifID_1699613709,-69.954167,-4.2125,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699613709,1-10-1996
Curimatidae,Potamorhi altamazonica,red_04474,-69.954167,-4.145833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2018
Curimatidae,Potamorhi altamazonica,Vernet_00150,-63.304167,8.2125,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/ansp/fish?id=urn-lod-ansp-org-catalog-ansp-fish-ansp166653-16e1193e-c3d0-4c18-b478-41fca00e3795-2015-5-14,13-04-1988
Curimatidae,Potamorhi altamazonica,gbifID_1275200007,-60.1625,-4.8875,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275200007,7-09-2011
Curimatidae,Potamorhi altamazonica,iDigBio_03008,-60.179167,-4.904167,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,ec7cf6f8-db8b-42c4-8adc-82a5cb324c62,08-09-2011
Curimatidae,Potamorhi altamazonica,red_01477,-60.295833,-2.354167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1985
Curimatidae,Potamorhi altamazonica,gbifID_1062027470,-67.745833,-11.129167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062027470,NA-NA-2001
Curimatidae,Potamorhi altamazonica,iDigBio_03025,-62.929167,-7.7625,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,f03c8a55-04b3-435a-867e-595393b82f30,16-08-2011
Curimatidae,Potamorhi altamazonica,gbifID_2416567039,-72.56,4.31,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416567039,21-04-2004
Curimatidae,Potamorhi altamazonica,red_02614,-59.104167,-3.879167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2011
Curimatidae,Potamorhi altamazonica,gbifID_1699606083,-69.946982,-4.224876,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699606083,1-09-2000
Curimatidae,Potamorhi altamazonica,gbifID_3886886202,-72.7125,4.604167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3886886202,16-11-2020
Curimatidae,Potamorhi altamazonica,gbifID_1275188971,-64.120833,-3.754167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275188971,10-09-2006
Curimatidae,Potamorhi altamazonica,gbifID_2416580037,-70.958333,5.670833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416580037,17-04-2016
Curimatidae,Potamorhi altamazonica,gbifID_3867513997,-63.944444,-8.798056,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3867513997,1-09-2009
Curimatidae,Potamorhi altamazonica,gbifID_1062027320,-68.3875,-12.379167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062027320,NA-NA-2001
Curimatidae,Potamorhi altamazonica,gbifID_3394060388,-68.120833,3.9375,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394060388,11-05-2019
Curimatidae,Potamorhi altamazonica,gbifID_3867513032,-68.729167,-8.795833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3867513032,30-11-2004
Curimatidae,Potamorhi altamazonica,iDigBio_02879,-74.60878,-8.292481,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,urn:lod.ansp.org/catalog:ANSP:FISH:ANSP119871_2C92ED33-1882-427A-B0B5-75BB45E187B6_2015-5-14,NA-08-1968
Curimatidae,Potamorhi altamazonica,Fishnet_07875,-73.304167,-3.829167,https://fishnet2.net/,FishNet 2,NA,NA,67-07-1995
Curimatidae,Potamorhi altamazonica,Fishnet_10068,-66.2083,5.10592,https://fishnet2.net/,FishNet 2,NA,NA,8-04-2004
Curimatidae,Potamorhi altamazonica,gbifID_1319738610,-62.1875,8.6875,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1319738610,12-11-1979
Curimatidae,Potamorhi altamazonica,gbifID_1062027406,-68.654167,-11.245833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062027406,NA-NA-2001
Curimatidae,Potamorhi altamazonica,gbifID_2416574369,-71.84,5.59,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416574369,20-03-2015
Curimatidae,Potamorhi altamazonica,gbifID_1062027963,-65.179167,-13.195833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062027963,NA-NA-2007
Curimatidae,Potamorhi altamazonica,gbifID_3394059876,-69.940556,-4.215278,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394059876,3-12-1971
Curimatidae,Potamorhi altamazonica,gbifID_1699601391,-73.570833,3.945833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699601391,6-11-1972
Curimatidae,Potamorhi altamazonica,gbifID_1571747650,-72.529167,4.629167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571747650,NA
Curimatidae,Potamorhi altamazonica,gbifID_3394047542,-70.927972,5.660389,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394047542,17-04-2016
Curimatidae,Potamorhi altamazonica,gbifID_863121324,-56.779167,-2.6375,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:863121324,27-08-1865
Curimatidae,Potamorhi altamazonica,Vernet_02180,-73.7625,-4.920833,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/rom/fishes?id=uri-catalog-rom-ichthyology-95182,23-02-2014
Curimatidae,Potamorhi altamazonica,red_09010,-55.4625,-2.170833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2015
Curimatidae,Potamorhi altamazonica,gbifID_3348883922,-73.1125,-3.3625,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3348883922,16-02-2015
Curimatidae,Potamorhi altamazonica,Fishnet_05415,-74.570833,-8.304167,https://fishnet2.net/,FishNet 2,NA,NA,3-08-1988
Curimatidae,Potamorhi altamazonica,red_02653,-63.3875,-8.304167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2014
Curimatidae,Potamorhi altamazonica,gbifID_1275189000,-63.880833,-3.861667,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275189000,13-09-2006
Curimatidae,Potamorhi altamazonica,gbifID_4015529317,-71.80225,4.553056,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:4015529317,5-03-2022
Curimatidae,Potamorhi altamazonica,red_01366,-64.695833,-2.504167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2008
Curimatidae,Potamorhi altamazonica,red_01375,-62.670833,-3.854167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1968
Curimatidae,Potamorhi altamazonica,gbifID_1699601593,-72.9125,4.820833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699601593,3-02-1985
Curimatidae,Potamorhi altamazonica,gbifID_666710639,-68.742257,-11.302656,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:666710639,7-09-1996
Curimatidae,Potamorhi altamazonica,gbifID_583659906,-67.995833,-11.4625,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:583659906,7-12-2002
Curimatidae,Potamorhi altamazonica,gbifID_3394048940,-67.8375,5.320833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394048940,20-02-2004
Curimatidae,Potamorhi altamazonica,red_02610,-66.895833,-4.8875,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2008
Curimatidae,Potamorhi altamazonica,gbifID_1062027848,-64.995833,-14.879167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062027848,NA-NA-2007
Curimatidae,Potamorhi altamazonica,iDigBio_01801,-68.770833,-11.3125,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,92e63ec5-bdd4-432e-8e5c-0bb415cfe230,NA-09-1996
Curimatidae,Potamorhi altamazonica,iDigBio_01558,-67.821389,-5.706389,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,257a12ec-bfea-4267-b47f-9536d5e2920e,26-11-2007
Curimatidae,Potamorhi altamazonica,gbifID_4015529337,-71.804167,4.554167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:4015529337,5-03-2022
Curimatidae,Curimata macrops,NA,-44.313,-3.256,https://doi.org/10.1002/ecy.3713,Tonella et al. 2022,NEOTROPICAL FRESHWATER FISHES: A dataset of occurrence and abundance of freshwater fishes in the Neotropics,NA,NA
Curimatidae,Potamorhi altamazonica,gbifID_1062026784,-65.120833,-14.904167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062026784,NA-NA-2007
Curimatidae,Potamorhi altamazonica,gbifID_189261435,-60.283333,-3.416667,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:189261435,13-04-1977
Curimatidae,Potamorhi altamazonica,gbifID_1571745945,-67.829167,6.270833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571745945,NA
Curimatidae,Potamorhi altamazonica,red_02975,-59.595833,-4.379167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2011
Curimatidae,Potamorhi altamazonica,red_07883,-62.374639,-8.664556,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2014
Curimatidae,Potamorhi altamazonica,Fishnet_00882,-67.5556,-11.1111,https://fishnet2.net/,FishNet 2,NA,NA,19-09-1996
Curimatidae,Potamorhi altamazonica,gbifID_729689536,-72.4125,4.879167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:729689536,14-01-2009
Curimatidae,Potamorhi altamazonica,gbifID_1699616921,-70.366392,-3.783645,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699616921,1-01-2003
Curimatidae,Potamorhi altamazonica,gbifID_1699616929,-70.412852,-3.802734,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699616929,1-01-2003
Curimatidae,Potamorhi altamazonica,gbifID_1699616881,-70.36498,-3.785828,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699616881,1-01-2003
Curimatidae,Potamorhi altamazonica,gbifID_1699610317,-68.454167,3.6625,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699610317,1-02-2004
Curimatidae,Potamorhi altamazonica,gbifID_1062028732,-67.85429,-11.40328,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062028732,NA-NA-2001
Curimatidae,Potamorhi altamazonica,gbifID_863121085,-70.291667,-4.354167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:863121085,19-10-1865
Curimatidae,Potamorhi altamazonica,gbifID_1275210331,-64.470833,-6.6875,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275210331,4-09-2010
Curimatidae,Potamorhi altamazonica,gbifID_3005550545,-71.404167,6.420833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3005550545,11-09-2015
Curimatidae,Potamorhi altamazonica,red_06261,-68.6125,-9.1375,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2001
Curimatidae,Potamorhi altamazonica,Vernet_00849,-73.204167,-4.104167,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/ansp/fish?id=urn-lod-ansp-org-catalog-ansp-fish-ansp178367-8f5f26d9-42d1-4fa2-9d6a-894e364456d0-2015-5-14,10-08-2001
Curimatidae,Potamorhi altamazonica,iDigBio_03745,-70.254167,-7.5125,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,65665/3896b52e8-54d4-44a5-8149-94dbcacfa98c,NA-NA-1934
Curimatidae,Potamorhi altamazonica,gbifID_1699611703,-70.2375,5.595833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699611703,1-11-2004
Curimatidae,Potamorhi altamazonica,gbifID_1062027076,-63.779167,-13.7125,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062027076,NA-NA-2002
Curimatidae,Potamorhi altamazonica,gbifID_1062027094,-65.2875,-13.879167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062027094,NA-NA-2007
Curimatidae,Potamorhi altamazonica,gbifID_1062026544,-64.370833,-12.520833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062026544,NA-NA-2002
Curimatidae,Potamorhi altamazonica,gbifID_2416578044,-72.4375,4.354167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416578044,4-04-2018
Curimatidae,Potamorhi altamazonica,iDigBio_02873,-62.333611,-6.710556,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,c4accd60-a789-429d-a7c4-2df104976982,22-08-2011
Curimatidae,Potamorhi altamazonica,gbifID_1062027600,-64.87175,-14.87982,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062027600,NA-NA-2007
Curimatidae,Potamorhi altamazonica,Vernet_01853,-76.604167,0.404167,http://www.vertnet.org/,VertNet,NA,http://portal.vertnet.org/o/fmnh/fishes?id=ed67cbaa-fc34-4983-908d-11d63ef4adb8,4-10-1981
Curimatidae,Potamorhi altamazonica,gbifID_197184953,-69.291667,-11.454167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:197184953,4-09-1996
Curimatidae,Potamorhi altamazonica,gbifID_1320109467,-62.2375,8.654167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1320109467,11-11-1979
Curimatidae,Potamorhi altamazonica,Fishnet_04818,-58.379167,-3.8875,https://fishnet2.net/,FishNet 2,NA,NA,NA-NA-1997
Curimatidae,Potamorhi altamazonica,red_07776,-62.365103,-8.695333,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2014
Curimatidae,Potamorhi altamazonica,red_09207,-72.679167,-7.654167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1982
Curimatidae,Potamorhi altamazonica,gbifID_1062026723,-65.1039,-15.42877,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062026723,NA-NA-2007
Curimatidae,Potamorhi altamazonica,red_01471,-63.1125,-4.879167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2006
Curimatidae,Potamorhi altamazonica,gbifID_1062026317,-67.9875,-11.845833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062026317,NA-NA-2001
Curimatidae,Potamorhi altamazonica,gbifID_3394059405,-67.9625,4.145833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394059405,14-05-2019
Curimatidae,Potamorhi altamazonica,gbifID_3978885677,-70.254167,6.7625,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3978885677,22-03-2021
Curimatidae,Potamorhi altamazonica,gbifID_197184352,-67.563,-11.192,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:197184352,4-09-1996
Curimatidae,Potamorhi altamazonica,gbifID_1090381688,-71.4875,5.9125,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1090381688,25-11-2014
Curimatidae,Potamorhi altamazonica,gbifID_1024548404,-66.42375,4.21879,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1024548404,15-04-2010
Curimatidae,Potamorhi altamazonica,red_07265,-64.789719,-3.210556,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2000
Curimatidae,Potamorhi altamazonica,gbifID_2416569328,-69.679167,-1.2875,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416569328,6-11-1996
Curimatidae,Potamorhi altamazonica,gbifID_1699613850,-70.254167,-3.820833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1699613850,1-10-1984
Curimatidae,Potamorhi altamazonica,iDigBio_04209,-73.30081,-3.8299,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,http://biocoll.inhs.illinois.edu/fish/INHS144632,28-07-1997
Curimatidae,Potamorhi altamazonica,gbifID_1571750832,-70.6625,-3.804167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571750832,NA
Curimatidae,Potamorhi altamazonica,gbifID_1571747534,-72.625,4.629167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571747534,NA
Curimatidae,Potamorhi altamazonica,red_04479,-72.920833,4.745833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1986
Curimatidae,Potamorhi altamazonica,gbifID_1062028162,-65.179167,-13.179167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062028162,NA-NA-2007
Curimatidae,Potamorhi altamazonica,gbifID_1414081392,-66.368,-11.406,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1414081392,13-10-2011
Curimatidae,Potamorhi altamazonica,gbifID_1707699480,-67.870833,5.370833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1707699480,NA
Curimatidae,Potamorhi altamazonica,gbifID_1275200331,-61.6875,-6.629167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275200331,27-08-2011
Curimatidae,Potamorhi altamazonica,iDigBio_03127,-62.945833,-7.745833,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,ee7c6b29-61ae-4f27-b4dd-cd83287a3a56,17-08-2011
Curimatidae,Potamorhi altamazonica,gbifID_1062028152,-65.304167,-13.720833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062028152,NA-NA-2007
Curimatidae,Potamorhi altamazonica,gbifID_3394055742,-73.588306,2.366056,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394055742,5-12-2019
Curimatidae,Potamorhi altamazonica,red_07814,-62.199306,-8.853806,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2014
Curimatidae,Potamorhi altamazonica,gbifID_3394043593,-69.979167,-3.1125,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394043593,9-10-1987
Curimatidae,Potamorhi altamazonica,iDigBio_04274,-73.879167,-3.4875,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,http://biocoll.inhs.illinois.edu/fish/INHS144596,02-08-1997
Curimatidae,Potamorhi altamazonica,gbifID_1571747777,-72.204167,4.604167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571747777,NA
Curimatidae,Potamorhi altamazonica,gbifID_197184964,-68.75,-11.314,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:197184964,4-09-1996
Curimatidae,Potamorhi altamazonica,red_07266,-68.4875,-10.245833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2003
Curimatidae,Potamorhi altamazonica,red_01681,-55.833332,-1.866667,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1980
Curimatidae,Potamorhi altamazonica,gbifID_1275210294,-60.256667,-4.940278,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275210294,26-09-2010
Curimatidae,Potamorhi altamazonica,gbifID_1563375005,-71.5875,6.204167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1563375005,31-03-2015
Curimatidae,Potamorhi altamazonica,red_03970,-72.404167,-9.220833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1994
Curimatidae,Potamorhi altamazonica,red_01678,-54.7375,-2.4125,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2017
Curimatidae,Potamorhi altamazonica,gbifID_1275200009,-62.870833,-7.1125,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275200009,19-08-2011
Curimatidae,Potamorhi altamazonica,gbifID_2612029333,-72.430149,-4.901792,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2612029333,2-04-2003
Curimatidae,Potamorhi altamazonica,gbifID_1275200031,-61.958333,-5.629167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275200031,1-09-2011
Curimatidae,Potamorhi altamazonica,gbifID_1571750560,-70.429167,-3.795833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571750560,NA
Curimatidae,Potamorhi altamazonica,gbifID_1275198325,-61.879167,-4.279167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275198325,2-11-2009
Curimatidae,Potamorhi altamazonica,red_01682,-70.329167,-4.3375,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1982
Curimatidae,Potamorhi altamazonica,red_03974,-61.4625,-3.704167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1979
Curimatidae,Potamorhi altamazonica,red_06662,-55.145833,-2.104167,https://specieslink.net/,speciesLink,NA,NA,NA-NA-2013
Curimatidae,Potamorhi altamazonica,gbifID_1062027244,-65.25027,-13.16324,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062027244,NA-NA-2007
Curimatidae,Potamorhi altamazonica,gbifID_1571747845,-72.105278,4.641111,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571747845,NA
Curimatidae,Potamorhi altamazonica,gbifID_863121367,-65.954167,-2.5625,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:863121367,15-09-1865
Curimatidae,Potamorhi altamazonica,gbifID_2416580917,-73.18,3.1,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416580917,18-02-2018
Curimatidae,Potamorhi altamazonica,red_01679,-55.870833,-1.770833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1977
Curimatidae,Potamorhi altamazonica,gbifID_3394043683,-72.708333,4.3875,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394043683,25-05-1977
Curimatidae,Potamorhi altamazonica,gbifID_1275200123,-63.604167,-8.545833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275200123,12-08-2011
Curimatidae,Potamorhi altamazonica,gbifID_1275208383,-60.291667,-3.204167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1275208383,25-03-2014
Curimatidae,Potamorhi altamazonica,gbifID_1062028037,-64.98631,-14.78546,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062028037,NA-NA-2007
Curimatidae,Potamorhi altamazonica,red_01677,-67.795833,-9.9625,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1981
Curimatidae,Potamorhi altamazonica,gbifID_1416658613,-58.3125,-4.254167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1416658613,20-02-2009
Curimatidae,Potamorhi altamazonica,gbifID_3394051411,-70.504167,6.695833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394051411,25-09-1989
Curimatidae,Potamorhi altamazonica,gbifID_2416566788,-69.96,-1.28,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:2416566788,29-01-1997
Curimatidae,Potamorhi altamazonica,red_03968,-72.2125,-9.170833,https://specieslink.net/,speciesLink,NA,NA,NA-NA-1993
Curimatidae,Potamorhi altamazonica,gbifID_1062026913,-65.2375,-13.295833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1062026913,NA-NA-2007
Curimatidae,Potamorhi altamazonica,iDigBio_04037,-73.24911,-3.7654,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,http://biocoll.inhs.illinois.edu/fish/INHS144756,09-08-1999
Curimatidae,Potamorhi altamazonica,gbifID_1571740687,-67.1125,2.125,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:1571740687,NA
Curimatidae,Potamorhi altamazonica,iDigBio_03518,-73.89536,-3.49618,www.idigbio.org,iDigBio (Integrated Digitized Biocollections),NA,http://biocoll.inhs.illinois.edu/fish/INHS144544,20-07-1995
Curimatidae,Potamorhi altamazonica,gbifID_3394039370,-72.954167,4.929167,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394039370,2-07-1974
Curimatidae,Potamorhi altamazonica,gbifID_3394045005,-70.9625,6.920833,https://doi.org/10.15468/dl.5wk4ue,GBIF (the Global Biodiversity Information Facility),NA,gbifID:3394045005,1-12-1989
